Record_ID,Record_Type,Timestamp_Start,Latitude,Longitude,Severity,Resolution_Status,Resolution_Time_Minutes,Alert_Type,Incident_Type,Distance_km,Incident_Description,Traffic_Incident_Nearby,Node_ID/DevEUI,Feeder_ID,Network_Operator,Time_Zone,,,,,,,,
TRFC-1108,Traffic Incident,11/18/2025 13:00,39.3205,-76.6205,Low,Resolved,10,Congestion,0.1,Lunch rush traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1273,Utility Alert,10/21/2025 2:26,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09525246A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1274,Utility Alert,10/21/2025 2:27,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Component status check,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1275,Utility Alert,10/21/2025 2:27,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1109,Traffic Incident,11/18/2025 17:45,39.2904,-76.6122,Critical,Resolved,360,Accident,0.01,"Police barricade, full investigation",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1276,Utility Alert,10/21/2025 2:27,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device stability confirmed,FALSE,09526508A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1277,Utility Alert,10/21/2025 2:28,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1110,Traffic Incident,11/19/2025 7:15,39.28,-76.545,Medium,Resolved,45,Disabled Vehicle,0.01,"Vehicle mechanical failure, tow required",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1278,Utility Alert,10/21/2025 2:28,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Minor pole movement detected,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1279,Utility Alert,10/21/2025 2:28,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor device anomaly,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1280,Utility Alert,10/21/2025 2:29,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1111,Traffic Incident,11/19/2025 14:00,39.2955,-76.6805,Medium,In Progress,0,Road Work,0.1,Electrical conduit installation,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1281,Utility Alert,10/21/2025 2:29,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device performance stable,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1282,Utility Alert,10/21/2025 2:30,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device restart successful,FALSE,09526600A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1112,Traffic Incident,11/19/2025 18:30,39.3205,-76.6205,Low,Resolved,20,Congestion,0.05,Evening commute slowdown,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1283,Utility Alert,10/21/2025 2:30,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Communications link tested,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1284,Utility Alert,10/21/2025 2:30,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device stability confirmed,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1285,Utility Alert,10/21/2025 2:31,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1113,Traffic Incident,11/20/2025 8:00,39.27,-76.65,Medium,Resolved,40,Disabled Vehicle,0.01,Police responding to roadside inspection,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1286,Utility Alert,10/21/2025 2:31,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09526508A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1287,Utility Alert,10/21/2025 2:32,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1114,Traffic Incident,11/20/2025 15:30,39.2904,-76.6122,Low,Resolved,25,Congestion,0.01,Mid-week traffic slowdown,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1288,Utility Alert,10/21/2025 2:32,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1289,Utility Alert,10/21/2025 2:32,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device performance stable,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1290,Utility Alert,10/21/2025 2:33,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Device restart successful,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1115,Traffic Incident,11/20/2025 19:00,39.295,-76.68,Medium,Resolved,50,Disabled Vehicle,0.01,Vehicle towed from restricted zone,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1291,Utility Alert,10/21/2025 2:33,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,09526328A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1292,Utility Alert,10/21/2025 2:34,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1116,Traffic Incident,11/21/2025 7:45,39.3205,-76.6205,Medium,Resolved,40,Disabled Vehicle,0.1,Delivery truck flat tire,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1293,Utility Alert,10/21/2025 2:34,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09516125A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1294,Utility Alert,10/21/2025 2:35,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,09525246A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1295,Utility Alert,10/21/2025 2:35,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1117,Traffic Incident,11/21/2025 16:30,39.279,-76.545,Low,Resolved,35,Congestion,0.2,Friday travel volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1296,Utility Alert,10/21/2025 2:35,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,09526249A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1297,Utility Alert,10/21/2025 2:36,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device performance stable,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1118,Traffic Incident,11/22/2025 10:00,39.2904,-76.6122,Medium,Resolved,60,Disabled Vehicle,0.01,Police responding to domestic disturbance,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1298,Utility Alert,10/21/2025 2:36,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09516125A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1299,Utility Alert,10/21/2025 2:37,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Component status check,FALSE,09525246A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1300,Utility Alert,10/21/2025 2:37,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1119,Traffic Incident,11/22/2025 15:30,39.27,-76.65,High,Resolved,120,Accident,0.05,"Two-car collision, blocking major intersection",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1301,Utility Alert,10/21/2025 2:37,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device stability confirmed,FALSE,09526328A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1302,Utility Alert,10/21/2025 2:38,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1120,Traffic Incident,11/23/2025 9:30,39.295,-76.68,Medium,Resolved,45,Disabled Vehicle,0.01,Failed vehicle inspection stop,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1303,Utility Alert,10/21/2025 2:38,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Minor pole movement detected,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1304,Utility Alert,10/21/2025 2:38,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor device anomaly,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1305,Utility Alert,10/21/2025 2:39,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1121,Traffic Incident,11/23/2025 16:00,39.3205,-76.6205,Low,Resolved,30,Congestion,0.1,Sunday evening traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1306,Utility Alert,10/21/2025 2:39,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device performance stable,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1307,Utility Alert,10/21/2025 2:40,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device restart successful,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1122,Traffic Incident,11/24/2025 7:00,39.2904,-76.6122,Medium,Resolved,40,Disabled Vehicle,0.01,Commercial vehicle mechanical failure,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1308,Utility Alert,10/21/2025 2:40,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Communications link tested,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1309,Utility Alert,10/21/2025 2:40,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device stability confirmed,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1310,Utility Alert,10/21/2025 2:41,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1123,Traffic Incident,11/24/2025 15:30,39.28,-76.545,Low,Resolved,25,Congestion,0.05,Weekend traffic slowdown,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1311,Utility Alert,10/21/2025 2:41,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1312,Utility Alert,10/21/2025 2:42,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1124,Traffic Incident,11/25/2025 8:00,39.2705,-76.6505,Medium,Resolved,45,Disabled Vehicle,0.1,Vehicle towed from restricted zone,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1313,Utility Alert,10/21/2025 2:42,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1314,Utility Alert,10/21/2025 2:42,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device performance stable,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1315,Utility Alert,10/21/2025 2:43,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Device restart successful,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1125,Traffic Incident,11/25/2025 14:00,39.32,-76.62,Critical,Open,0,Accident,0.01,"Multi-car collision, police redirecting traffic",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1316,Utility Alert,10/21/2025 2:43,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1317,Utility Alert,10/21/2025 2:44,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1126,Traffic Incident,11/25/2025 18:30,39.2904,-76.6122,Medium,Resolved,40,Disabled Vehicle,0.01,Police responding to roadside inspection,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1318,Utility Alert,10/21/2025 2:44,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1319,Utility Alert,10/21/2025 2:44,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1320,Utility Alert,10/21/2025 2:45,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1127,Traffic Incident,11/26/2025 7:15,39.28,-76.545,Low,Resolved,25,Congestion,0.01,Morning commute congestion,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1321,Utility Alert,10/21/2025 2:45,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1322,Utility Alert,10/21/2025 2:46,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device performance stable,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1128,Traffic Incident,11/26/2025 16:30,39.27,-76.65,Medium,Resolved,40,Disabled Vehicle,0.05,Vehicle towed for mechanical failure,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1323,Utility Alert,10/21/2025 2:46,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1324,Utility Alert,10/21/2025 2:46,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Component status check,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1325,Utility Alert,10/21/2025 2:47,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1129,Traffic Incident,11/27/2025 9:00,39.3205,-76.6205,Critical,Resolved,180,Accident,0.1,"Major debris on highway, cleanup crew dispatched",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1326,Utility Alert,10/21/2025 2:47,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device stability confirmed,FALSE,09526508A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1327,Utility Alert,10/21/2025 2:47,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1130,Traffic Incident,11/27/2025 15:00,39.2904,-76.6122,Low,Resolved,25,Congestion,0.01,Holiday travel volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1328,Utility Alert,10/21/2025 2:48,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Minor pole movement detected,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1329,Utility Alert,10/21/2025 2:48,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor device anomaly,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1330,Utility Alert,10/21/2025 2:48,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1131,Traffic Incident,11/28/2025 7:30,39.28,-76.545,Low,Resolved,30,Congestion,0.05,Black Friday early morning traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1331,Utility Alert,10/21/2025 2:48,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device performance stable,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1332,Utility Alert,10/21/2025 2:49,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device restart successful,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1132,Traffic Incident,11/28/2025 15:45,39.27,-76.65,Medium,Resolved,55,Disabled Vehicle,0.01,Broken down vehicle blocking highway exit,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1333,Utility Alert,10/21/2025 2:49,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Communications link tested,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1334,Utility Alert,10/21/2025 2:49,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device stability confirmed,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1335,Utility Alert,10/21/2025 2:50,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1133,Traffic Incident,11/29/2025 11:30,39.3205,-76.6205,Low,Resolved,20,Congestion,0.1,Weekend construction overflow,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1336,Utility Alert,10/21/2025 2:50,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1337,Utility Alert,10/21/2025 2:51,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1134,Traffic Incident,11/29/2025 17:00,39.28,-76.545,Medium,Resolved,60,Disabled Vehicle,0.01,Police activity closing one lane,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1338,Utility Alert,10/21/2025 2:51,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1339,Utility Alert,10/21/2025 2:51,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device performance stable,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1340,Utility Alert,10/21/2025 2:52,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Device restart successful,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1135,Traffic Incident,11/30/2025 10:45,39.295,-76.68,Low,Resolved,25,Congestion,0.05,Sunday morning market traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1341,Utility Alert,10/21/2025 2:52,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1342,Utility Alert,10/21/2025 2:53,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1136,Traffic Incident,11/30/2025 16:30,39.27,-76.65,Critical,Open,0,Accident,0.01,"Multi-car collision, multiple emergency units",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1343,Utility Alert,10/21/2025 2:53,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1344,Utility Alert,10/21/2025 2:53,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1345,Utility Alert,10/21/2025 2:54,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1137,Traffic Incident,12/1/2025 7:15,39.2904,-76.6122,Medium,In Progress,0,Road Work,0.01,Emergency underground cable fault repair,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1346,Utility Alert,10/21/2025 2:54,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,09526508A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1347,Utility Alert,10/21/2025 2:55,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device performance stable,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1138,Traffic Incident,12/1/2025 13:40,39.32,-76.62,Low,Resolved,20,Congestion,0.01,Heavy mid-day traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1348,Utility Alert,10/21/2025 2:55,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1349,Utility Alert,10/21/2025 2:55,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Component status check,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1350,Utility Alert,10/21/2025 2:56,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1139,Traffic Incident,12/1/2025 17:30,39.2705,-76.6505,Medium,Resolved,45,Disabled Vehicle,0.1,Vehicle towed from restricted zone,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1351,Utility Alert,10/21/2025 2:56,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device stability confirmed,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1352,Utility Alert,10/21/2025 2:57,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1140,Traffic Incident,12/2/2025 8:45,39.29,-76.612,Critical,Resolved,240,Accident,0.05,"Serious multi-car pileup, two lanes blocked",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1353,Utility Alert,10/21/2025 2:57,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Minor pole movement detected,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1354,Utility Alert,10/21/2025 2:57,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor device anomaly,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1355,Utility Alert,10/21/2025 2:58,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1141,Traffic Incident,12/2/2025 14:00,39.28,-76.545,Medium,In Progress,0,Road Work,0.01,Planned utility vault access,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1356,Utility Alert,10/21/2025 2:58,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device performance stable,FALSE,09526508A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1357,Utility Alert,10/21/2025 2:59,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device restart successful,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1142,Traffic Incident,12/2/2025 18:30,39.2955,-76.6805,Low,Resolved,30,Congestion,0.1,Evening commute bottleneck,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1358,Utility Alert,10/21/2025 2:59,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Communications link tested,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1359,Utility Alert,10/21/2025 2:59,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device stability confirmed,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1360,Utility Alert,10/21/2025 3:00,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1143,Traffic Incident,12/3/2025 7:15,39.32,-76.62,Medium,Resolved,55,Disabled Vehicle,0.01,Police escorting over-wide load,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1361,Utility Alert,10/21/2025 3:00,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1362,Utility Alert,10/21/2025 3:01,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1144,Traffic Incident,12/3/2025 16:45,39.2705,-76.6505,High,Open,0,Road Work,0.1,Emergency road collapse repair,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1363,Utility Alert,10/21/2025 3:01,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1364,Utility Alert,10/21/2025 3:01,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device performance stable,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
